HIVDeathRate,GDPLagK,GDPGrowthLag,OPENLag,POLITYLag,POLITYSQLag,InterstateWarLag,BatDeaths1000Lag
.86991322,8.6142521,7.1049051,120.9147,,,0,0
.84251678,8.8145485,2.3251836,122.98092,,,0,0
.32638142,9.1937943,4.3024945,112.12592,,,0,0
.32002047,9.1174812,-.83005029,120.21697,,,0,0
.31329235,9.6550589,5.8961205,123.25622,,,0,0
.19307747,1.2182673,-1.417456,30.052708,-7,49,0,0
.1862046,1.251556,2.7324572,36.191948,0,0,0,0
.29895875,1.2626469,.88617247,42.677525,6,36,0,0
.17279042,1.2558417,-.5389694,49.875629,6,36,0,0
.1190418,1.2580518,.17598356,52.360664,6,36,0,0
.2013344,1.1542614,-8.2500849,51.062077,6,36,0,0
.1560078,1.2389559,7.3375435,47.36652,6,36,0,0
.16512147,1.2677914,2.327404,41.617428,6,36,0,0
.19596487,1.290772,1.8126521,43.791161,6,36,0,0
.21949729,1.3023928,.90029877,46.42065,6,36,0,0
.25544459,1.3162673,1.0653054,51.28907,6,36,0,0
.29902804,1.3360382,1.502049,51.908215,6,36,0,0
.32942843,1.3682569,2.4115121,50.93259,6,36,0,0
.35748544,1.3897266,1.569133,50.235508,6,36,0,0
.36478171,1.4015303,.84934407,51.428261,6,36,0,0
.33522415,1.3901222,-.81397599,48.103077,6,36,0,0
.30442598,1.3802381,-.71102542,50.11998,6,36,0,0
.30469558,1.3881592,.57389969,47.766827,7,49,0,0
.13365956,3.1134045,3.1366172,51.507442,9,81,0,0
.13075964,3.1804843,2.1545491,53.771717,9,81,0,0
.25064042,3.2658918,1.2480386,56.026775,9,81,0,0
.57727814,3.3769903,.93185222,53.925133,9,81,0,0
.56591517,3.3650596,-.35329008,57.901543,9,81,0,0
.27749887,3.4205937,1.6503189,59.444134,8,64,0,0
.27227139,3.5218627,2.9605684,62.963467,8,64,0,0
.26726973,3.5765779,1.5535859,67.641945,8,64,0,0
.26267299,3.6938856,3.2798824,69.642616,8,64,0,0
.15562931,5.834753,16.460585,110.94711,7,49,0,0
.10448058,6.1145511,4.7953739,106.10342,7,49,0,0
.10176,6.4621429,5.68467,102.9501,7,49,0,0
.11195984,6.6344352,2.6661716,91.022736,7,49,0,0
.12346907,6.4011731,-3.5159214,81.447845,7,49,0,0
.14113757,6.4060168,.075661376,85.614044,7,49,0,0
.16027229,6.333909,-1.1256238,87.350731,7,49,0,0
.18728,6.422183,1.393674,88.612801,7,49,0,0
.2200121,6.8028684,5.9276571,92.599548,8,64,0,0
.27025807,6.8545613,.75987494,100.89056,8,64,0,0
.30557606,6.5822802,-3.9722621,93.183731,8,64,0,0
.3443431,7.2193174,9.6780605,98.841415,8,64,0,0
.38702285,7.561533,4.740284,94.177292,8,64,0,0
.38713211,7.4127288,-1.9679121,86.30867,8,64,0,0
.28197446,7.6067305,2.6171391,79.450226,8,64,0,0
.26249674,7.9846025,4.9675994,71.943474,8,64,0,0
.13730982,8.5576706,7.177166,77.604553,8,64,0,0
.24462812,8.833746,3.2260592,74.34446,8,64,0,0
.13543196,8.0772734,-.95991403,12.529188,8,64,0,0
.15295455,7.8112402,-3.2935984,13.394583,8,64,0,0
.14246297,7.7205768,-1.1606848,13.606958,8,64,0,0
.15305105,7.5703402,-1.9459188,15.144477,8,64,0,0
.14656863,7.7622266,2.5347075,17.208937,8,64,0,0
.15468863,8.02777,3.4209754,18.311274,8,64,0,0
.16252914,8.1690426,1.7597986,20.331656,8,64,0,0
.10006046,8.1959906,.32987764,20.567415,8,64,0,0
.10842571,8.309391,1.3836038,22.59609,8,64,0,0
.091286041,8.2012815,-1.3010465,22.986301,8,64,0,0
.10526682,8.1825886,-.22792728,21.220381,8,64,0,0
.088661619,8.390851,2.545187,22.772377,8,64,0,0
.10228023,8.3974733,.078925192,23.66729,8,64,0,0
.088014983,8.5281677,1.5563512,22.430155,8,64,0,0
.079572745,8.4901562,-.44571927,23.284885,8,64,0,0
.085639,8.8272057,3.9698894,25.268436,8,64,0,0
.10563957,9.0002995,1.9609144,26.648361,8,64,0,0
.13047928,9.2799301,3.1068959,25.737972,8,64,0,0
.21951042,.95660007,-2.477411,48.426308,-7,49,0,0
.25929326,.92608905,-3.1895251,59.153717,-7,49,0,0
.31301069,.977584,5.5604739,54.309002,-5,25,0,0
.34979329,.94517511,-3.3152032,51.134243,-5,25,0,0
.37865981,.94690663,.18319635,54.085777,-5,25,0,0
.40025067,.94795293,.11049777,37.536346,-5,25,0,0
.39832011,.95937979,1.2054253,41.180786,-5,25,0,0
.3907688,1.0202055,6.340107,38.584019,-5,25,0,0
.37866679,1.0352901,1.4785906,37.72617,-4,16,0,0
.38422719,1.0833441,4.6415944,43.782024,-4,16,0,0
.3887507,1.1134931,2.7829411,37.677654,-4,16,0,0
.38834804,1.1209881,.673118,36.598511,-3,9,0,0
.39482003,1.1886408,6.0351028,30.177526,0,0,0,0
.40232334,1.2172838,2.409723,29.601479,0,0,0,0
.41130626,1.227859,.86875284,30.091778,0,0,0,0
.40529042,1.2706614,3.4859343,33.56871,0,0,0,0
.36870965,1.290773,1.5827733,33.946838,0,0,0,0
.38910687,1.3432945,4.0689974,35.103275,0,0,0,0
.22735368,.95020401,-3.5086236,30.387245,-7,49,0,0
.19911894,.96877629,1.9545565,34.742653,-7,49,0,0
.16811693,.9889006,2.0772901,38.833015,-7,49,0,0
.16504875,.99053991,.16577612,33.181358,-3,9,0,0
.18649213,.920398,-7.0811782,39.861217,0,0,0,0
.22797114,.92570901,.57702625,33.38649,0,0,0,0
.27554527,.80516881,-13.02139,39.98048,0,0,0,0
.33358628,.72186643,-10.345949,21.821554,-5,25,0,0
.42305422,.74373281,3.0291381,23.825108,-5,25,0,0
.48491168,.76175398,2.423069,26.67432,-1,1,0,0
.55251414,.72801793,-4.4287252,23.138222,-1,1,0,.60000002
.58486283,.70636833,-2.9737747,28.426167,-1,1,0,1
.6649757,.71216446,.82055432,27.978176,0,0,0,1
.70915323,.70619154,-.83870566,29.268084,2,4,0,1
.7117064,.67917341,-3.8258932,33.372475,3,9,0,.93800002
.68924934,.68306744,.5733512,33.820606,5,25,0,.377
.66738021,.65123469,-4.6602654,45.087578,6,36,0,.28400001
.64736992,.63150424,-3.0296965,62.983849,6,36,0,.13699999
.14731203,1.3172584,.42944539,10.625702,0,0,0,1
.14386997,1.2738994,-3.2916012,10.353595,1,1,0,1
.1524241,1.3040472,2.3665729,16.5495,1,1,0,.075000003
.21736796,1.3590931,4.2211556,16.717056,1,1,0,0
.29352984,1.4775152,8.7133226,35.523228,1,1,0,.2
.38760966,1.485075,.5116483,49.906574,1,1,0,.025
.341883,1.4270643,-3.906239,73.223419,1,1,0,.025
.36875489,1.4586577,2.2138767,65.127014,1,1,0,.025
.40770775,1.5011492,2.9130485,72.246597,-7,49,0,.050000001
.4621847,1.5773853,5.0785122,66.089127,2,4,0,.025
.63578045,1.6850907,6.8281035,85.866531,2,4,0,0
.71665311,1.7639029,4.6770363,102.1228,2,4,0,0
.75421852,1.8510123,4.9384389,107.79285,2,4,0,0
.86488104,1.9899079,7.5037584,112.51031,2,4,0,0
.79510736,2.0914888,5.104815,117.84149,2,4,0,0
.71656305,2.2926097,9.6161556,130.65758,2,4,0,0
.78265941,2.5128677,9.6073065,136.97119,2,4,0,0
.59704876,2.691246,7.0986009,147.71004,2,4,0,0
.10213329,3.0241077,-2.9556482,25.9111,-8,64,0,0
.10378184,2.7102084,-10.379895,30.562767,-8,64,0,0
.10412725,2.5284586,-6.7061181,26.088091,-8,64,0,0
.10984377,2.454962,-2.906781,25.563292,-4,16,0,0
.11840507,2.3810914,-3.0090339,23.786654,-4,16,0,0
.12864268,2.2391346,-5.9618378,30.042738,-4,16,0,0
.14128825,2.2362864,-.12719889,33.681072,-4,16,0,0
.1720888,2.2759714,1.774598,42.573421,-4,16,1,0
.20586827,2.3326995,2.4924777,43.758507,-4,16,0,0
.24988267,2.3796585,2.0130801,44.817383,-4,16,0,0
.28473568,2.4185197,1.6330578,43.024254,-4,16,0,0
.29761705,2.4478421,1.2124062,42.626736,-4,16,0,0
.36696678,2.4404814,-.30069649,44.506348,-4,16,0,0
.40202966,2.5030324,2.563062,40.358662,-4,16,0,0
.43863368,2.5581045,2.2002139,39.217171,-4,16,0,0
.4474794,2.5734479,.59980071,42.1348,-4,16,0,0
.45498595,2.5794508,.23325899,41.775661,-4,16,0,0
.41262299,2.6107624,1.2138798,41.083385,-4,16,0,0
.28786299,25.999611,1.3354958,48.137299,10,100,0,0
.35496637,25.534321,-1.7896069,49.940132,10,100,0,0
.42076331,24.602018,-3.651175,52.388596,10,100,0,0
.45086586,24.488878,-.4598749,54.978004,10,100,0,0
.49807796,24.824987,1.3724973,58.376923,10,100,0,0
.52803707,25.877298,4.2389169,61.095215,10,100,0,0
.26961535,26.371813,1.9109981,63.499603,10,100,0,0
.16673781,26.544111,.65334028,65.743279,10,100,0,0
.16530074,27.771687,4.6246691,68.989937,10,100,0,0
.10929248,28.657665,3.1902199,71.151543,10,100,0,0
.021666335,30.082901,4.9733071,73.448967,10,100,0,0
.021448709,31.470579,4.6128516,75.483833,10,100,0,0
.021257149,31.562197,.29112324,71.753685,10,100,0,0
.021046428,32.210011,2.0524986,70.72036,10,100,0,0
.02083659,32.712624,1.560419,69.404396,10,100,0,0
.02063217,33.629814,2.8037803,71.265015,10,100,0,0
.020419206,34.590485,2.8566113,71.918823,10,100,0,0
.037906356,35.332413,2.1448965,71.73513,10,100,0,0
.18469366,1.0952702,-.70854801,45.087723,-7,49,0,0
.13488945,1.0392864,-5.1114116,44.932835,-7,49,0,0
.14692716,1.0041018,-3.3854625,47.025467,-6,36,0,0
.14888823,.9518441,-5.2044182,48.494717,-6,36,0,0
.16613491,.91080034,-4.3120294,51.638119,5,25,0,0
.18338041,.90590966,-.53696048,45.919231,5,25,0,0
.2041122,.92856151,2.5004492,48.060131,5,25,0,0
.22829358,.86175996,-7.1940913,44.116272,5,25,0,.055
.26062819,.89013994,3.2932615,48.889931,5,25,0,.141
.28948122,.90217859,1.3524466,46.22084,5,25,0,0
.31543452,.91384792,1.2934597,40.941277,5,25,0,0
.34960243,.91835994,.49373472,42.549484,5,25,0,0
.37524295,.91947705,.12164638,36.838413,5,25,0,0
.38489276,.89610046,-2.542381,37.291653,5,25,0,0
.4168359,.83399016,-6.9311714,32.508289,-1,1,0,0
.44734147,.83093297,-.36657417,32.378845,-1,1,0,0
.44662333,.82726675,-.44122139,33.49641,-1,1,0,0
.40199608,.84516668,2.1637444,34.57061,-1,1,0,.045000002
.23369113,1.6032003,1.3053584,45.658585,-7,49,0,.80000001
.17616326,1.5106953,-5.7700243,45.543495,-7,49,0,5.8000002
.15370093,1.5801525,4.5976958,45.810387,-5,25,0,.2
.15964228,1.6341339,3.4162152,45.62228,-4,16,0,0
.16137488,1.6173704,-1.0258366,45.205002,-4,16,0,0
.17479354,1.6183491,.060519803,46.627663,-4,16,0,0
.18833873,1.6320237,.8449645,47.054302,-4,16,0,0
.20658191,1.4220752,-12.864305,49.296329,-2,4,0,0
.21844329,1.441933,1.396397,54.893833,-2,4,0,.1
.24086507,1.5252551,5.7785077,55.454308,-2,4,0,.11
.26131237,1.5055293,-1.2932812,49.45805,-2,4,0,.064999998
.2879965,1.4445922,-4.0475521,55.684792,-2,4,0,.55299997
.31018823,1.4072413,-2.5855658,64.267876,-2,4,0,.1
.33204222,1.4105272,.23349719,79.738884,-2,4,0,.41800001
.33978179,1.6186661,14.756096,72.271606,-2,4,0,0
.33793649,2.335427,44.280968,78.866852,-2,4,0,0
.38211039,2.42033,3.6354439,80.956619,-2,4,0,.1
.37162155,2.4344771,.58450848,79.918839,-2,4,0,1.4
.073171787,9.1511812,5.9166875,48.612999,8,64,0,0
.14123653,10.662925,5.4334784,50.635429,8,64,0,0
.1686036,13.003955,6.3873377,57.424885,8,64,0,0
.21129571,14.679687,2.5877566,64.448013,9,81,0,0
.20897293,14.831249,1.032462,64.257133,9,81,0,0
.20673354,15.25444,2.853379,66.570839,9,81,0,0
.24547251,16.129314,5.7352028,71.871208,9,81,0,0
.22313267,16.965691,5.1854568,74.138596,9,81,0,0
.22095545,17.572868,3.5788476,76.352684,10,100,0,0
.10628576,3.6132004,7.4974971,30.388704,-7,49,0,0
.070190266,3.8543196,6.6732836,29.683182,-7,49,0,0
.095038585,4.1028843,6.4489841,32.890385,-7,49,0,0
.11793844,4.4140587,7.5842819,38.707577,-7,49,0,0
.132771,4.7206368,6.9454966,39.608154,-7,49,0,0
.17851599,5.0751367,7.5095849,47.017662,-7,49,0,0
.20830801,5.4705877,7.791923,54.480957,-7,49,0,0
.23778112,5.9319286,8.4331207,62.649811,-7,49,0,0
.25934005,6.4829922,9.2897787,67.245903,-7,49,0,0
.29583338,7.1329265,10.02522,73.10537,-7,49,0,0
.15082046,5.9077554,1.2812465,23.820015,8,64,0,.69199997
.14779781,6.0285826,2.0452306,26.009109,8,64,0,1.069
.14492753,6.0316086,.050192248,27.720825,9,81,0,1.12
.14217874,6.1760302,2.3944149,31.383955,9,81,0,1.471
.10233225,6.3349204,2.5726924,35.229954,9,81,0,1.112
.13701259,6.5010667,2.6227043,36.765369,9,81,0,1.044
.14113663,6.7048998,3.1353805,36.922417,7,49,0,.93699998
.17159903,6.7775712,1.0838504,37.873657,7,49,0,1.092
.17126843,6.8934507,1.7097491,38.327084,7,49,0,1.15
.20423794,6.8371162,-.81721544,38.432102,7,49,0,1.4119999
.2362937,6.5602188,-4.0499129,35.565514,7,49,0,1.326
.28679505,6.6202221,.91465622,36.719784,7,49,0,1.469
.27177438,6.6145873,-.08511804,37.708065,7,49,0,1.4630001
.31170574,6.6110177,-.053969722,36.350803,7,49,0,2.5039999
.31910366,6.7304664,1.8068136,36.957996,7,49,0,2.576
.37305602,6.9385867,3.0922148,40.389935,7,49,0,3.1140001
.34147498,7.1267524,2.7118771,43.839428,7,49,0,2.9189999
.3713218,7.4386196,4.3760066,47.35664,7,49,0,2.957
.12953293,4.4160218,3.1359739,98.27951,-8,64,0,0
.15485039,4.3614411,-1.2359824,102.76489,-8,64,0,0
.18844491,3.8272572,-12.247874,100.12832,-1,1,0,0
.22735283,3.7942379,-.86273432,97.594749,5,25,0,0
.27622336,3.4734507,-8.4545908,111.81913,5,25,0,0
.32715142,3.1771784,-8.5296192,113.37915,5,25,0,0
.37913835,3.7516761,18.082005,106.6097,5,25,0,0
.4262028,3.7383394,-.35548601,112.63209,5,25,0,0
.47773132,3.7193599,-.50770015,127.87811,-6,36,0,7
.51017493,3.8788922,4.2892404,127.84933,-6,36,0,0
.54978019,3.8074644,-1.841445,120.28055,-6,36,0,.60000002
.57420701,3.8345177,.71053231,118.62498,-6,36,0,0
.58690423,3.6581588,-4.599247,116.77567,-5,25,0,0
.59443617,3.6855149,.74780786,113.4292,-4,16,0,.116
.58843827,3.496846,-5.1191964,110.51299,-4,16,0,0
.54655248,3.5560076,1.6918554,126.61111,-4,16,0,0
.53457916,3.6826477,3.5612979,136.53969,-4,16,0,0
.4854506,3.5572112,-3.4061482,162.90961,-4,16,0,0
.13021617,9.0431719,5.7278886,96.624397,10,100,0,0
.12726542,9.4546404,4.5500536,99.612961,10,100,0,0
.081361465,9.5433741,.8500917,89.739487,10,100,0,0
.15962818,9.6718283,1.3459997,91.835861,10,100,0,0
.078375362,10.023275,3.6337197,92.42392,10,100,0,0
.15406321,10.281409,2.5753498,96.295639,10,100,0,0
.11366814,10.693884,4.011847,102.64733,10,100,0,0
.11205254,11.394313,6.5498037,103.84728,10,100,0,0
.11736853,3.0775378,12.301805,60.495853,-9,81,0,0
.12687939,2.8906658,-6.0721245,63.445679,-7,49,0,0
.13610935,2.7087407,-6.2935386,62.302052,-7,49,0,0
.1481521,2.6580281,-1.8721865,62.203457,-7,49,0,0
.1585996,2.5089602,-5.608211,59.002007,-7,49,0,0
.18408135,2.4153073,-3.7327366,63.832325,-6,36,0,0
.20917235,2.4871058,2.9726493,68.126884,-6,36,0,0
.24257152,2.6492059,6.5176077,79.971634,-6,36,0,0
.27922374,2.697387,1.8187052,83.248367,-6,36,0,0
.32283348,2.7480946,1.8798789,82.685928,-6,36,0,0
.37240517,2.8076038,2.1654727,83.611778,-1,1,0,0
.41223684,2.7606113,-1.6737567,76.823715,4,16,0,0
.46607903,2.5570042,-7.3754425,73.115051,4,16,0,0
.51413625,2.4820106,-2.9328721,86.892021,0,0,0,.611
.55812788,2.4581428,-.96162802,84.546219,0,0,0,.60000002
.56147164,2.3996758,-2.3785033,90.741928,0,0,0,.054000001
.56645966,2.3159578,-3.4887149,98.092995,0,0,0,0
.50567967,2.2325666,-3.6007268,97.286674,0,0,0,0
.18069455,6.8490686,-.5029062,29.652676,-7,49,0,0
.18006532,6.9613957,1.640026,27.038315,-7,49,0,0
.17949994,7.2371283,3.9608881,30.809408,-7,49,0,0
.17898898,7.635612,5.5060987,27.897814,-7,49,0,0
.17852999,7.8861909,3.2817144,25.904596,-7,49,0,0
.17813709,8.0428848,1.9869438,23.883442,-7,49,0,0
.17783041,8.4161081,4.6404157,24.783792,-7,49,0,0
.17762139,8.6166649,2.383008,27.949972,-7,49,0,0
.08875712,9.008935,4.5524526,36.361511,-7,49,0,0
.088833503,10.297232,14.300214,34.939522,-7,49,0,0
.38910505,23.661118,.9365235,59.925678,10,100,0,0
.38804811,23.938608,1.1727753,61.936306,10,100,0,0
.3868472,24.121899,.76566714,64.561203,10,100,0,0
.38543072,24.515175,1.6303799,63.518291,10,100,0,0
.38008362,26.564205,3.4344869,67.165665,10,100,0,0
.18924269,27.12739,2.1200876,67.900848,10,100,0,0
.43122554,4.752275,-.11149523,193.40988,-8,64,0,0
.33763596,3.7991655,-20.055855,230.18849,-8,64,0,.2
.20788464,3.618731,-4.74932,153.51715,-7,49,0,.49000001
.14881782,3.9774342,9.9124022,179.08347,-7,49,0,.025
.2136225,3.2813423,-17.501026,142.47141,-7,49,0,.025
.1639424,3.885664,18.416903,118.32709,-7,49,0,0
.32766202,3.6795495,-5.3044829,113.17075,-6,36,0,0
.28003559,3.5957868,-2.2764392,135.57365,-6,36,0,0
.25172037,3.5781159,-.49143451,143.00667,-6,36,0,0
.43166032,5.0081296,.26414204,79.128601,2,4,0,0
.42290407,5.0576572,.98895621,76.862831,2,4,0,0
.41527718,4.9054084,-3.0102711,79.022858,2,4,0,0
.40815222,4.7838583,-2.477874,88.13369,2,4,0,0
.40111694,4.6653566,-2.4771152,93.434944,2,4,0,0
.39410812,4.7599778,2.028168,91.553749,2,4,0,0
.42598099,4.4005785,-7.5504436,107.99692,2,4,0,0
.11423643,5.0469608,3.0896254,58.39798,6,36,0,0
.19211105,4.7960882,-4.9707651,60.496349,6,36,0,0
.14660332,4.7687569,-.56987828,60.866482,6,36,0,0
.15537782,5.240006,9.8820143,62.995495,6,36,0,0
.17331412,5.5466118,5.8512535,63.187031,6,36,0,0
.20798539,5.6400595,1.6847676,65.994225,5,25,0,0
.22626752,5.7664442,2.2408404,67.659225,5,25,0,0
.26859507,6.0589867,5.0731926,66.628853,8,64,0,0
.30945224,6.4939041,7.1780562,70.853607,8,64,0,0
.34892097,6.9820385,7.5168076,73.850784,8,64,0,0
.38707939,7.2715402,4.1463714,71.898766,8,64,0,0
.41535014,7.5589328,3.9522955,73.844131,8,64,0,0
.47040138,7.6005011,.549923,68.555138,8,64,0,0
.49020898,7.9135942,4.1193719,65.961617,8,64,0,0
.51671541,7.496038,-5.2764397,66.923256,8,64,0,0
.48960495,7.4934306,-.034782927,68.880302,8,64,0,0
.43494141,8.1592646,8.88556,65.534668,8,64,0,0
.38324469,8.9680767,9.912816,61.519852,8,64,0,0
.19470625,4.9508786,-2.386585,41.018063,9,81,0,0
.19037355,4.882977,-1.3715,41.5546,9,81,0,0
.21936764,5.192059,1.8949581,50.370705,9,81,0,0
.21558622,5.1841617,-.15210712,54.065063,9,81,1,0
.21211578,5.1391277,-.86868149,51.300945,9,81,0,0
.41188893,5.2204051,-.26559323,54.045334,9,81,0,0
.27088061,4.8208671,-7.6533952,51.431545,9,81,0,0
.26739347,4.8939052,1.5150436,52.705265,6,36,0,0
.26411256,5.0522461,3.2354734,55.376842,6,36,0,0
.31320965,5.1970806,2.8667314,57.085056,6,36,0,0
.33546579,5.287406,1.7379956,56.466572,6,36,0,0
.33177671,5.5465202,4.9005942,59.69878,6,36,0,0
.35348192,5.7559342,3.7756007,62.662388,6,36,0,0
.34983608,5.8818307,2.1872401,65.560188,7,49,0,0
.19568796,4.099865,1.0494555,29.994041,6,36,0,6.8000002
.19221033,4.0199971,-1.9480538,33.797176,6,36,0,2
